Chemical Shift,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
255.14,0.10016297188991327,0.2014095574220522,0.1727846764814332,0.057606077478543745,0.06540905695795207,0.16294106392063779,0.31132683941652706,0.0003691845745027178,0.23379663636157708,0.14673879442398394,0.1661691658145785,0.330147806852351,0.11097841624857893,0.18451431503612695,0.05390843447580593
255.043,0.1486987526977417,0.189286207112498,0.21273867270103528,0.05506925752387981,0.07864915080124227,0.1753051528885447,0.29207420705656534,0.0036565358822610583,0.21084215757867572,0.16649295842310946,0.16845561082863816,0.3487301965229348,0.11236510033192346,0.1938856848242207,0.020341103843645916
254.945,0.17760766940570868,0.1704620441876616,0.24307311406692125,0.07616875977496802,0.08183274981954433,0.19694973225780563,0.2542157488277981,0.027891340735679754,0.1809698385723802,0.1752282533413927,0.17619805534887564,0.3452854320785821,0.1189843365382138,0.2111099484210609,4.718447854656915e-16
254.847,0.19610115422954497,0.1585307871740302,0.25492539819142707,0.10245417417449457,0.07871999732184459,0.21357846489447022,0.19862193179077714,0.06159722456286695,0.16798488259905714,0.16102683770496987,0.18084819749176445,0.3390477386395331,0.12387358162801836,0.23391010472467264,-2.7755575615628914e-16
254.749,0.20420192082740973,0.16928423276362306,0.26267852975216355,0.13619054462650826,0.09230083004602321,0.23273786226297002,0.1349274387200629,0.0909129223552315,0.18049641055535187,0.13233285224952743,0.17725530714136137,0.34925032873458844,0.12504286981514773,0.2431083285646927,0.004469156648312794
254.651,0.21057779082833872,0.1920777763192669,0.26352852236989877,0.15654632625667234,0.1297984946985012,0.26476784146225685,0.06085485350519379,0.11308128554949266,0.20693590538167908,0.11860046310859473,0.1619915870874291,0.3466444345616305,0.13030394909512288,0.2356073367798836,0.010182426810404988
254.553,0.2133766263586666,0.20961905121522525,0.2680001702329887,0.16496790572843925,0.1634987728269704,0.3071359770493277,0.0023656653017368745,0.12826072637027075,0.2199541018542101,0.121365412133494,0.1549993011700927,0.3324895270689353,0.12956682671414027,0.2118865081588603,8.049116928532385e-16
254.456,0.2013338728319829,0.21083730980958176,0.27903135845660515,0.1667830639059342,0.19456602518948468,0.3589215467322113,9.159339953157541e-16,0.16422293672931879,0.20887269339582568,0.11551179931068448,0.1633067225590986,0.34212035683906405,0.12493382111292162,0.18223125806014323,1.3322676295501878e-15
254.358,0.18708460381178743,0.2015738838042482,0.289768139152938,0.15879556382893445,0.23030600030886422,0.4014831126352874,0.0012269420598343128,0.22461098729328158,0.17003589602568087,0.10836991162430856,0.18875520819918298,0.36612161555383227,0.13105863619960967,0.17403394262141209,0.01025115508557961
254.26,0.16448963996751428,0.1856103770742055,0.29834260494359377,0.1493503673804878,0.2568275903090018,0.44286620911541397,0.03479612268902649,0.2660808888535029,0.12713447773853412,0.10293695832367716,0.22529539252017727,0.3808352451323146,0.148868495717548,0.16177233437989103,0.05027846638076931
